Date,Time,RH-Corrected Nephelometer,RH-Corrected Nephelometer HR,Temp,RH,Battery,Inlet Press,Orifice Press,Flow,X-axis,Y-axis,Z-axis,Vector Sum Composite,ShutDownReason,Wearing Compliance,ValidityWearingCompliance validation,,,,
Date,Time,ë_g/må_,ë_g/må_,C,%,V,in H2O,in H2O,Lpm,g-unit,g-unit,g-unit,g-unit,,0=valid, 1=questionable, 2=invalid,0=valid, 1=questionable, 2=invalid
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
16/06/2017,4:51:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:51:50,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:51:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:52:00,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:52:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:52:10,1.53,,15.1,82.4,3.83,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:52:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:52:20,0,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:52:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:52:30,0,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:52:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:52:40,0,,15.1,82.3,,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:52:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:52:50,1.531,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:52:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:53:00,1.531,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:53:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:53:10,0,,15.1,82.3,3.87,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:53:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:53:20,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:53:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:53:30,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:53:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:53:40,1.532,,15.1,82.3,,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:53:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:53:50,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:53:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:54:00,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:54:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:54:10,0,,15.1,82.3,3.88,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:54:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:54:20,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:54:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:54:30,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:54:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:54:40,0,,15.1,82.3,,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:54:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:54:50,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:54:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:55:00,1.533,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:55:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:55:10,0,,15.1,82.3,3.88,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:55:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:55:20,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:55:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:55:30,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:55:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:55:40,0,,15.1,82.3,,0.51,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:55:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:55:50,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:55:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:56:00,1.533,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:56:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:56:10,0,,15.1,82.3,3.87,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:56:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:56:20,1.532,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:56:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:56:30,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:56:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:56:40,0,,15,82.3,,0.51,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:56:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:56:50,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:56:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:57:00,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:57:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:57:10,0,,15,82.3,3.84,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:57:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:57:20,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:57:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:57:30,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:57:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:57:40,0,,15,82.3,,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:57:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:57:50,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:57:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:58:00,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:58:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:58:10,0,,15,82.3,3.88,0.51,0.32,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:58:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:58:20,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:58:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:58:30,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:58:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:58:40,1.531,,15.1,82.3,,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:58:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:58:50,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:58:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:59:00,1.531,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:59:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:59:10,0,,15,82.4,3.85,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:59:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:59:20,0,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:59:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:59:30,3.059,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:59:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:59:40,0,,15.1,82.4,,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:59:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:59:50,0,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,4:59:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:00:00,1.53,,,82.4,3.85,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:00:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:00:10,0,,15,82.4,3.84,0.52,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:00:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:00:20,1.529,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:00:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:00:30,1.529,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:00:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:00:40,1.527,,15,82.4,,0.51,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:00:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:00:50,3.055,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:00:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:01:00,1.527,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:01:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:01:10,0,,15,82.4,3.88,0.51,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:01:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:01:20,0,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:01:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:01:30,0,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:01:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:01:40,0,,15,82.4,,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:01:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:01:50,0,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:01:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:02:00,0,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:02:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:02:10,0,,15,82.3,3.88,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:02:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:02:20,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:02:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:02:30,1.53,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:02:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:02:40,1.531,,15,82.3,,0.51,0.32,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:02:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:02:50,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:02:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:03:00,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:03:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:03:10,1.532,,15,82.3,3.87,0.51,0.32,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:03:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:03:20,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:03:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:03:30,1.532,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:03:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:03:40,0,,15,82.3,,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:03:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:03:50,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:03:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:04:00,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:04:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:04:10,0,,15,82.3,3.87,0.52,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:04:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:04:20,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:04:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:04:30,1.535,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:04:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:04:40,0,,15,82.3,,0.51,0.32,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:04:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:04:50,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:04:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:05:00,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:05:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:05:10,1.533,,15,82.3,3.88,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:05:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:05:20,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:05:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:05:30,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:05:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:05:40,0,,15,82.3,,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:05:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:05:50,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:05:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:06:00,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:06:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:06:10,0,,15,82.3,3.87,0.51,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:06:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:06:20,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:06:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:06:30,1.533,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:06:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:06:40,1.535,,15,82.3,,0.52,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:06:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:06:50,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:06:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:07:00,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:07:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:07:10,0,,15,82.2,3.87,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:07:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:07:20,0,,,82.2,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:07:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:07:30,0,,,82.2,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:07:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:07:40,0,,15,82.3,,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:07:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:07:50,1.536,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:07:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:08:00,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:08:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:08:10,6.139,,15,82.3,3.88,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:08:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:08:20,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:08:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:08:30,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:08:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:08:40,0,,15,82.3,,0.51,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:08:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:08:50,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:08:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:09:00,7.667,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:09:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:09:10,1.532,,15,82.3,3.87,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:09:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:09:20,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:09:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:09:30,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:09:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:09:40,0,,15,82.3,,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:09:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:09:50,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:09:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:10:00,1.532,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:10:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:10:10,0,,15,82.3,3.87,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:10:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:10:20,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:10:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:10:30,1.536,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:10:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:10:40,0,,15,82.3,,0.51,0.32,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:10:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:10:50,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:10:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:11:00,1.536,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:11:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:11:10,0,,15,82.3,3.83,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:11:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:11:20,1.535,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:11:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:11:30,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:11:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:11:40,0,,15,82.3,,0.51,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:11:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:11:50,3.072,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:11:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:12:00,1.536,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:12:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:12:10,1.533,,15,82.3,3.83,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:12:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:12:20,1.533,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:12:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:12:30,0,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:12:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:12:40,1.535,,15,82.3,,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:12:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:12:50,10.744,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:12:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:13:00,1.535,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:13:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:13:10,1.532,,15,82.3,3.84,0.51,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:13:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:13:20,1.532,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:13:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:13:30,1.532,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:13:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:13:40,1.529,,15,82.4,,0.51,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:13:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:13:50,1.529,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:13:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:14:00,3.059,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:14:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:14:10,3.056,,15,82.4,3.87,0.52,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:14:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:14:20,1.528,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:14:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:14:30,1.528,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:14:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:14:40,3.059,,15,82.4,,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:14:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:14:50,1.529,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:14:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:15:00,1.529,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:15:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:15:10,1.528,,15,82.4,3.87,0.51,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:15:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:15:20,1.528,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:15:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:15:30,3.056,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:15:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:15:40,1.531,,15,82.3,,0.51,0.3,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:15:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
